title,page,url,ext,local
Population bulletin: weekly 21 June 2024 ,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/6675308accc4aa460a729923/prison-pop-21-june-2024.ods,ods,raw/weekly/6675308accc4aa460a729923_prison-pop-21-june-2024.ods
Population bulletin: weekly 14 June 2024 ,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/666bfc36ffd07973a043d137/prison-pop-14-june-2024.ods,ods,raw/weekly/666bfc36ffd07973a043d137_prison-pop-14-june-2024.ods
Population bulletin: weekly 7 June 2024,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/6662b83c1669db82a64c1ba1/prison-pop-7-june-2024.ods,ods,raw/weekly/6662b83c1669db82a64c1ba1_prison-pop-7-june-2024.ods
Population bulletin: weekly 31 May 2024 ,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/6659939a8f90ef31c23ebcb6/prison-population-31-May.ods,ods,raw/weekly/6659939a8f90ef31c23ebcb6_prison-population-31-May.ods
Population bulletin: weekly 24 May 2024 ,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/6650477f2eb55b89628fc453/prison-pop-24-may-2024.ods,ods,raw/weekly/6650477f2eb55b89628fc453_prison-pop-24-may-2024.ods
Population bulletin: weekly 17 May 2024 ,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/6647076f993111924d9d36de/prison-pop-17-may-2024.ods,ods,raw/weekly/6647076f993111924d9d36de_prison-pop-17-may-2024.ods
Population bulletin: weekly 10 May 2024 ,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/663de956993111924d9d3232/prison-pop-10-may-2024.ods,ods,raw/weekly/663de956993111924d9d3232_prison-pop-10-may-2024.ods
Population bulletin: weekly 3 May 2024 ,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/66349b584d8bb7378fb6c1d8/prison-pop-3-may-2024.ods,ods,raw/weekly/66349b584d8bb7378fb6c1d8_prison-pop-3-may-2024.ods
Population bulletin: weekly 26 April 2024 ,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/662b6bb1fddcc9e7ab22525d/prison-pop-26-apr-2024.ods,ods,raw/weekly/662b6bb1fddcc9e7ab22525d_prison-pop-26-apr-2024.ods
Population bulletin: weekly 19 April 2024 ,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/6622299a252f0d71cf757d64/prison-pop-19-april-2024.ods,ods,raw/weekly/6622299a252f0d71cf757d64_prison-pop-19-april-2024.ods
Population bulletin: weekly 12 April 2024 ,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/6619101e679e9c8d921dfe49/PSWEBREPORT_12_April.ods,ods,raw/weekly/6619101e679e9c8d921dfe49_PSWEBREPORT_12_April.ods
Population bulletin: weekly 5 April 2024 ,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/660fb185a43d91001c3af1ad/prison-pop-5-april-2024.ods,ods,raw/weekly/660fb185a43d91001c3af1ad_prison-pop-5-april-2024.ods
Population bulletin: weekly 22 March 2024 ,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/65fd444ba6c0f7001aef9231/prison-pop-22-march-2024.ods,ods,raw/weekly/65fd444ba6c0f7001aef9231_prison-pop-22-march-2024.ods
Population bulletin: weekly 15 March 2024 ,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/65f4121cfa1851001101178c/prison-pop-15-march-2024.ods,ods,raw/weekly/65f4121cfa1851001101178c_prison-pop-15-march-2024.ods
Population bulletin: weekly 8 March 2024 ,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/65eadbc63649a255a7ed6312/prison-pop-8-march-2024.ods,ods,raw/weekly/65eadbc63649a255a7ed6312_prison-pop-8-march-2024.ods
Population bulletin: weekly 1 March 2024 ,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/65e1a6593f6945001d036058/prison-pop-1-march-2024.ods,ods,raw/weekly/65e1a6593f6945001d036058_prison-pop-1-march-2024.ods
Population bulletin: weekly 23 February 2024 ,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/65d8ba6754f1e7001116595d/Prison_population_report_23_Feb_24.ods,ods,raw/weekly/65d8ba6754f1e7001116595d_Prison_population_report_23_Feb_24.ods
Population bulletin: weekly 16 February 2024 ,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/65cf384f0f4eb1001aa98153/prison-pop-16-feb-2024.ods,ods,raw/weekly/65cf384f0f4eb1001aa98153_prison-pop-16-feb-2024.ods
Population bulletin: weekly 9 February 2024 ,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/65c5eee6cc433b000ca90afe/prison-pop-9-feb-2024.ods,ods,raw/weekly/65c5eee6cc433b000ca90afe_prison-pop-9-feb-2024.ods
Population bulletin: weekly 2 February 2024,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/65bcb9ae38cb910012bcdbc8/prison-pop-2-february-2024.ods,ods,raw/weekly/65bcb9ae38cb910012bcdbc8_prison-pop-2-february-2024.ods
Population bulletin: weekly 26 January 2024,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/65b3a607a0ae1b000d5260b0/prison-pop-26-jan-2024.ods,ods,raw/weekly/65b3a607a0ae1b000d5260b0_prison-pop-26-jan-2024.ods
Population bulletin: weekly 19 January 2024 ,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/65aa3f2a94c997000daeba6b/prison-pop-19-jan-2024.ods,ods,raw/weekly/65aa3f2a94c997000daeba6b_prison-pop-19-jan-2024.ods
Population bulletin: weekly 12 January 2024 ,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/65a1069fe96df5000df84511/prison-pop-12-jan-2024.ods,ods,raw/weekly/65a1069fe96df5000df84511_prison-pop-12-jan-2024.ods
Population bulletin: weekly 5 January 2024,Prison population: weekly estate figures 2024,https://assets.publishing.service.gov.uk/media/6597e687c23a1000128d0bbf/PSWEBREPORT.ods,ods,raw/weekly/6597e687c23a1000128d0bbf_PSWEBREPORT.ods
Population bulletin: weekly 29 December 2023 ,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/658e98b680a3bb000d9d05c8/prison_pop_report_29_dec.ods,ods,raw/weekly/658e98b680a3bb000d9d05c8_prison_pop_report_29_dec.ods
Population bulletin: weekly 22 December 2023 ,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/658562b0fc07f3000d8d46d4/PSWEBREPORT.ods,ods,raw/weekly/658562b0fc07f3000d8d46d4_PSWEBREPORT.ods
Population bulletin: weekly 15 December 2023 ,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/657c1eff254aaa000d050e16/prison-pop-15-dec-2023.ods,ods,raw/weekly/657c1eff254aaa000d050e16_prison-pop-15-dec-2023.ods
Population bulletin: weekly 8 December 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/6572ed2e58fa300013b1410d/prison-pop-8-dec-2023.ods,ods,raw/weekly/6572ed2e58fa300013b1410d_prison-pop-8-dec-2023.ods
Population bulletin: weekly 1 December 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/6569a9a2cc1ec500138ef01b/prison-pop-1-dec-2023.ods,ods,raw/weekly/6569a9a2cc1ec500138ef01b_prison-pop-1-dec-2023.ods
Population bulletin: weekly 24 November 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/656061021fd90c000dac3b1a/prison-pop-24-november-2023.ods,ods,raw/weekly/656061021fd90c000dac3b1a_prison-pop-24-november-2023.ods
Population bulletin: weekly 17 November 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/65573882544aea000dfb2f1b/prison-pop-17-november-2023.ods,ods,raw/weekly/65573882544aea000dfb2f1b_prison-pop-17-november-2023.ods
Population bulletin: weekly 10 November 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/654dec55014cc900106773b0/prison-pop-10-november-2023.ods,ods,raw/weekly/654dec55014cc900106773b0_prison-pop-10-november-2023.ods
Population bulletin: weekly 3 November 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/6544bf46d36c91000d935d0c/prison-pop-3-november-2023.ods,ods,raw/weekly/6544bf46d36c91000d935d0c_prison-pop-3-november-2023.ods
Population bulletin: weekly 27 October 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/653b73f4d10f35000d9a6a6a/prison-pop-27-october-2023.ods,ods,raw/weekly/653b73f4d10f35000d9a6a6a_prison-pop-27-october-2023.ods
Population bulletin: weekly 20 October 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/6532574a26b9b1000faf1c77/prison-pop-20-october-2023.ods,ods,raw/weekly/6532574a26b9b1000faf1c77_prison-pop-20-october-2023.ods
Population bulletin: weekly 13 October 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/65290a31244f8e00138e752b/prison-pop-13-october-2023.ods,ods,raw/weekly/65290a31244f8e00138e752b_prison-pop-13-october-2023.ods
Population bulletin: weekly 6 October 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/651fc80579fc580014639701/prison-pop-06-october-2023.ods,ods,raw/weekly/651fc80579fc580014639701_prison-pop-06-october-2023.ods
Population bulletin: weekly 29 September 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/65168c5c7c2c4a001395e224/prison-pop-29-sept--2023.ods,ods,raw/weekly/65168c5c7c2c4a001395e224_prison-pop-29-sept--2023.ods
Population bulletin: weekly 22 September 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/650d565dfbd7bc000de54807/prison-pop-22-september-2023.ods,ods,raw/weekly/650d565dfbd7bc000de54807_prison-pop-22-september-2023.ods
Population bulletin: weekly 15 September 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/65041060702634000d89b8fe/prison-pop-15-september-2023.ods,ods,raw/weekly/65041060702634000d89b8fe_prison-pop-15-september-2023.ods
Population bulletin: weekly 8 September 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/64fad4defdc5d1000dfce80d/prison-pop-08-sept-2023.ods,ods,raw/weekly/64fad4defdc5d1000dfce80d_prison-pop-08-sept-2023.ods
Population bulletin: weekly 1 September 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/64f19b859ee0f2000fb7bd52/prison-pop-01-sept-2023.ods,ods,raw/weekly/64f19b859ee0f2000fb7bd52_prison-pop-01-sept-2023.ods
Population bulletin: weekly 25 August 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/64e864a7db1c07001422b43f/prison-pop-25-aug-2023.ods,ods,raw/weekly/64e864a7db1c07001422b43f_prison-pop-25-aug-2023.ods
Population bulletin: weekly 18 August 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/64df3c1a3fde61000d4a5487/prison-pop-18-aug-2023.ods,ods,raw/weekly/64df3c1a3fde61000d4a5487_prison-pop-18-aug-2023.ods
Population bulletin: weekly 11 August 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/64d5ee75667f34000d05efea/prison-pop-11-aug-2023.ods,ods,raw/weekly/64d5ee75667f34000d05efea_prison-pop-11-aug-2023.ods
Population bulletin: weekly 4 August 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/64ccb489995827000dc1e8e2/prison-population-4-august-2023.ods,ods,raw/weekly/64ccb489995827000dc1e8e2_prison-population-4-august-2023.ods
Population bulletin: weekly 28 July 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/64c378257aea5b00126a8dbc/prison-population-28-july-2023.ods,ods,raw/weekly/64c378257aea5b00126a8dbc_prison-population-28-july-2023.ods
Population bulletin: weekly 21 July 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/64ba43ff2059dc00125d274a/prison-population-21-july-2023.ods,ods,raw/weekly/64ba43ff2059dc00125d274a_prison-population-21-july-2023.ods
Population bulletin: weekly 14 July 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/64b108fa8bc29f00132ccded/prison-pop-14-july-2023.ods,ods,raw/weekly/64b108fa8bc29f00132ccded_prison-pop-14-july-2023.ods
Population bulletin: weekly 7 July 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/64a7c6c07a4c23000cbba342/prison-pop-7-july-2023.ods,ods,raw/weekly/64a7c6c07a4c23000cbba342_prison-pop-7-july-2023.ods
Population bulletin: weekly 30 June 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/649e975106179b00113f75b3/prison-pop-30-june-2023.ods,ods,raw/weekly/649e975106179b00113f75b3_prison-pop-30-june-2023.ods
Population bulletin: weekly 23 June 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/649555b8de86820013bc8cc3/prison-pop-23-june-2023.ods,ods,raw/weekly/649555b8de86820013bc8cc3_prison-pop-23-june-2023.ods
Population bulletin: weekly 16 June 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/648c1bb1103ca6000c039fd1/prison-pop-16-june-2023.ods,ods,raw/weekly/648c1bb1103ca6000c039fd1_prison-pop-16-june-2023.ods
Population bulletin: weekly 9 June 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/6482f38b5f7bb700127fa756/prison-pop-9-jun-2023.ods,ods,raw/weekly/6482f38b5f7bb700127fa756_prison-pop-9-jun-2023.ods
Population bulletin: weekly 2 June 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/647a2488103ca600130398d7/prison-population-2-june-2023.ods,ods,raw/weekly/647a2488103ca600130398d7_prison-population-2-june-2023.ods
Population bulletin: weekly 26 May 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/64707b894a892b0013746bea/prison-pop-26-may-2023.ods,ods,raw/weekly/64707b894a892b0013746bea_prison-pop-26-may-2023.ods
Population bulletin: weekly 19 May 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/6467337016c976000c9a25fe/prison-pop-19-may-2023.ods,ods,raw/weekly/6467337016c976000c9a25fe_prison-pop-19-may-2023.ods
Population bulletin: weekly 12 May 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/645df9532c06a30013c05be0/prison-pop-12-may-2023.ods,ods,raw/weekly/645df9532c06a30013c05be0_prison-pop-12-may-2023.ods
Population bulletin: weekly 5 May 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/6454b676faf4aa0012e13385/prison-pop-5-may-2023.ods,ods,raw/weekly/6454b676faf4aa0012e13385_prison-pop-5-may-2023.ods
Population bulletin: weekly 28 April 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/644b89372f62220013a6a24a/prison-pop-28-april-2023.ods,ods,raw/weekly/644b89372f62220013a6a24a_prison-pop-28-april-2023.ods
Population bulletin: weekly 21 April 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/64423ee98b86bb000cf1b68d/prison-pop-21-april-2023.ods,ods,raw/weekly/64423ee98b86bb000cf1b68d_prison-pop-21-april-2023.ods
Population bulletin: weekly 14 April 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/643914e78b86bb0013f1b210/prison-population-14-april-2023.ods,ods,raw/weekly/643914e78b86bb0013f1b210_prison-population-14-april-2023.ods
Population bulletin: weekly 31 March 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/6426aa65ddf8ad0013ac0b1b/prison-population-31-march-2023.ods.ods,ods,raw/weekly/6426aa65ddf8ad0013ac0b1b_prison-population-31-march-2023.ods.ods
Population bulletin: weekly 24 March 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/641d6ec132a8e00012fa9380/prison-pop-24-March-2023.ods,ods,raw/weekly/641d6ec132a8e00012fa9380_prison-pop-24-March-2023.ods
Population bulletin: weekly 17 March 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/6414468fe90e0776943ea599/prison-pop-17-March-2023.ods,ods,raw/weekly/6414468fe90e0776943ea599_prison-pop-17-March-2023.ods
Population bulletin: weekly 10 March 2023 ,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/640af6e3d3bf7f02f37931e0/prison-pop-10-March-2023.ods,ods,raw/weekly/640af6e3d3bf7f02f37931e0_prison-pop-10-March-2023.ods
Population bulletin: weekly 3 March 2023 ,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/6401bedce90e0740d715a299/prison-pop-3-March-2023.ods,ods,raw/weekly/6401bedce90e0740d715a299_prison-pop-3-March-2023.ods
Population bulletin: weekly 24 February 2023 ,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/63f8c587d3bf7f25f33910c2/prison-pop-24-february-2023.ods,ods,raw/weekly/63f8c587d3bf7f25f33910c2_prison-pop-24-february-2023.ods
Population bulletin: weekly 17 February 2023,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/63ef4893d3bf7f62eaaf2e31/prison-pop-17-feb-2023.ods,ods,raw/weekly/63ef4893d3bf7f62eaaf2e31_prison-pop-17-feb-2023.ods
Population bulletin: weekly 10 February 2023 ,Prison population figures: 2023,https://assets.publishing.service.gov.uk/media/63e611eb8fa8f5051973c232/prison-pop-10-february-2023.ods,ods,raw/weekly/63e611eb8fa8f5051973c232_prison-pop-10-february-2023.ods
